Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Slovenia,SVN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,22122.8871061392,20141.1452104662,19068.6467239478,19657.6365129132,20728.8628840902,21575.5780451498,22280.5732893267,23437.1875668494,24258.6339415737,25534.0203939923,26393.4636071071,27199.552768972,28118.1957410519,28933.1165138888,30175.0287252389,31266.8634903915,32958.2390512228,35062.1580984714,36235.4358207379,33198.7901596813,33498.4993370281,33716.9177787681,32758.1081044729,32376.9603317336,33240.4970057813,33949.6025823699,34983.790720201,36650.8021903461
Slovenia,SVN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,12356.9310724456,11630.5078623036,11262.1896596634,11885.135159681,12800.4444730116,13602.6579039401,14282.7159326736,15277.6502210776,16055.7513486949,17083.2512257515,18007.9661809151,18956.2899965755,20241.5254208308,21089.3042502197,22740.2953689768,23852.6432841831,25689.3954889946,27541.483838738,29604.2912348481,27564.2349338811,27845.5119877052,28931.3837141518,29042.8202729641,29973.6991074851,30870.0236667425,31636.750034272,33868.3155825616,36650.8021903461
Slovenia,SVN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,44205090222.8901,40270789827.0173,38070515047.0684,39153018894.0489,41238891162.7131,42932638635.8582,44307771899.2072,46545223271.51,48071612519.0067,50635111472.2044,52494619604.7654,54183141088.9583,56082584951.4003,57742775419.6127,60259894464.6469,62548547474.0775,66142835288.2493,70759712626.0033,73243266191.4306,67714543126.207,68624456267.347,69215538643.7197,67388636910.0893,66695016566.2356,68541240015.9809,70056057366.4003,72242997156.4253,75734777836.5049
Slovenia,SVN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,24691137748.649,23254374704.6179,22484939131.1387,23672170413.754,25465754653.7216,27067548088.6292,28403008819.7608,30340741122.4503,31816542489.3629,33876855926.9704,35816494136.3765,37762067050.5781,40372329697.6097,42088620439.2036,45412642735.3912,47716592721.283,51555225746.2075,55582074447.6016,59839627541.6582,56221915503.3542,57043842484.3091,59391588537.9105,59745699109.9106,61744411397.5613,63653371400.3498,65283414434.9714,69939494147.2441,75734777836.5049
Slovenia,SVN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,94.9277772987138,208.17783592983,37.079120291374,22.5892366380271,25.4043439431618,11.4524635954296,8.43083007654826,7.4280299673206,6.53141543702105,5.565273324209,8.67521565163634,7.58168582215733,5.64045036940546,3.36094385746031,1.52057830293708,2.22108946875818,4.17748381884353,4.46561671515728,3.39968303261654,-1.02931707325916,1.04001394058119,0.479042876812329,1.60035618631579,0.456033235194496,1.00504268819512,0.751406256506911,1.58192081381566
Slovenia,SVN,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,..,..,..,..,..,..,..,..,..,..,100,101.62389,103.8336151,103.8724782,102.4425019,99.24516962,99.17115818,97.91006016,96.43603587,99.9310529,96.65474749,95.15329825,94.37944563,95.28245313,95.82157047,96.76174351,97.10213812,95.91357857
Croatia,HRV,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,..,..,..,..,..,..,..,..,..,..,..,..,7.55612,7.75087,7.83662,..,..,8.73112,9.4254,9.07877,8.83678,8.55059,..,9.56341,..,..,..,..
Croatia,HRV,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,14903.8455401456,15991.0953226727,17154.4449249388,17508.7915335185,17440.7974471104,18191.17156906,19537.4762411562,20524.8932619258,21676.3928975576,22571.9142911772,23515.3773596644,24685.5867837269,25991.3031356375,26451.7705057772,24530.8035475423,24218.6298213892,24227.0923009734,23757.4665772132,23693.0479124939,23765.0467594236,24545.6836154679,25578.754193247,26700.3720990885
Croatia,HRV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,7958.94791814552,8680.66503454285,9461.56354715068,9785.09521238303,9843.84912428145,10604.2054061123,11613.6037447447,12647.6644986728,13550.4200790754,14534.4846394002,15303.9218631794,17428.3690102308,19353.6140610011,20776.4162731957,20013.8623313978,19776.2031422416,20743.4124776371,21136.4182488782,21769.2601666604,22062.0673940023,23013.6011900918,24871.8953300202,26700.3720990885
Croatia,HRV,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,..,..,..,..,..,68856213510.8389,72872972521.6656,77794035379.0035,79352206916.7631,78703290237.438,81283648304.374,84004153420.4772,88301662144.2322,93282167518.9564,97163062257.8012,101354686149.871,106423489632.945,112028156627.378,113999327607.601,105609549347.612,104029356437.8,103707024299.577,101386366551.319,100830243377.673,100725512769.627,103180333828.715,106774646987.826,110126512434.226
Croatia,HRV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..,..,..,..,36770578150.2699,39558632586.9201,42907433761.2446,44347372490.3736,44421324026.6851,47382792224.5424,49934338432.2617,54412453366.9133,58312864217.8732,62565142578.762,65962122298.9734,75136469913.7776,83418276337.1658,89540225094.673,86163299845.7496,84947236934.6695,88794707806.848,90200890789.3463,92643201029.3947,93507623759.9981,96740066017.0745,103823971398.974,110126512434.226
Croatia,HRV,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,..,..,..,..,..,3.82324680170586,6.84316483517962,8.10593511745191,3.53882603594332,4.36220226182962,4.30485371327107,3.85706281104483,4.29707162972908,3.60948986791018,3.12955297189713,3.8537897559326,4.14262482480963,5.5603635906896,2.97417737830862,0.921543999895874,1.6502027525509,1.45843216447173,0.764415163812046,0.144385467810309,0.0819091285520841,-0.102637189766426,1.16886058015282
Croatia,HRV,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,..,..,..,..,..,..,..,..,..,..,100,98.78108891,97.44811676,97.20635792,97.87296236,97.95373386,98.9305657,100.8850122,99.52687869,99.74252677,100.5446073,100.8403286,99.45568564,98.64067659,99.28382107,100.1912106,99.14148755,98.09490116
Hungary,HUN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,..,..,..,..,..,..,9.59911,..,8.6998,9.38613,10.32361,10.45507,10.17915,11.82977,11.0059,10.80057,10.32771,10.33817,10.27056,9.86438,9.67102,9.29022,8.59944,8.51606,9.3679,9.12867,10.06791,..
Hungary,HUN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,16543.9712830944,16043.3117422527,15969.0849185251,16462.2371380002,16730.7226603125,16773.298510271,17335.3926461896,18053.4311638144,18660.6404432328,19547.1971641282,20390.285687826,21417.9471435399,22356.7143792143,23486.8971945374,24532.3343548483,25561.0077498318,25662.6353647423,25979.670814072,24276.7262254787,24493.2902561854,25009.6098194132,24769.1084232477,25324.9631779843,26458.5440412536,27541.4534992241,28230.5536832764,29529.3092284512
Hungary,HUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,8310.04581605057,8242.21136412755,8398.45538468297,8842.69084094294,9175.34821123271,9335.54523013098,9821.53104306728,10397.905633794,10873.2478627727,11857.6196880759,13213.5738346249,14526.3882629125,15464.4113398097,16228.9939290968,17073.5514251442,18339.6180652971,19044.4187870779,20696.7285678852,20693.725076738,21586.0361423547,22894.3476393949,23148.1278813822,24498.1791614004,25604.9882089604,26668.0408752434,27699.6309373747,29529.3092284512
Hungary,HUN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,..,171617231708.051,166358570224.722,165400164332.577,170274762812.52,172811048783.074,172953472984.45,178389615330.117,185346814783.482,191038866356.809,199595863374.195,207727585106.44,217576529195.942,226463500853.399,237385499032.18,247459251239.088,257434366621.424,258057815448.068,260788819809.768,243317130103.794,244933465907.53,249389001495.708,245718521975.866,250541937366.78,261052378109.619,271091297953.561,277055303150.409,289031874731.567
Hungary,HUN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,86203429268.219,85466300228.7137,86987194811.3277,91463090523.1214,94771850536.6353,96261028727.6453,101068327697.249,106750826042.741,111315201192.571,121077810763.972,134614287671.853,147567884018.729,156647558815.992,164028811074.495,172222023006.273,184705079194.291,191506485550.722,207757652349.402,207405963640.368,215860857902.379,228296184503.14,229637808205.604,242362495294.426,252630796804.085,262494273040.165,271844815110.907,289031874731.567
Hungary,HUN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,..,21.5091796534292,21.2784551020796,19.4910605212174,26.7327889564411,21.9302772697129,20.2607963183544,13.7672411196839,8.12026370073599,9.58348411198008,11.0465583500713,8.09151375809533,5.44397717005751,5.08984775085881,2.62660244093816,3.65899032869254,5.44070201807727,4.78952411281135,4.19132276081717,2.38360870002599,2.18213634928421,3.20071108568609,2.97854923817167,3.59043028029025,2.45562579310685,0.972844703647894,3.70423008762573
Hungary,HUN,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,..,..,..,..,..,..,..,..,..,..,100,98.91447564,98.76359013,99.3901924,98.55889163,97.05358331,93.50206252,93.29894477,92.48089298,95.02586814,97.23537194,97.84225857,97.38841285,99.5049545,99.88125682,100.8537902,101.9641898,102.7425016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 05/28/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
