year,country,eci,eci_norm,population,gdp_pc,gdp,inflation,economic_freedom,gross_fix_cap,trade_openness,fdi,human_capital,private_sec_cred,rule_of_law,fdi_gdp
2000,Croatia,0.665432,0.4418802598629122,4468302,18191.17156906,47382792224.5424,4.36220226182962,53.6,8290047168.53542,75.0279309675822,1015069996.97348,2.9100537300109863,30.60723,0.030786,0.021422756011574055
2001,Croatia,0.631126,0.42328129244011015,4299642,19537.4762411562,49934338432.2617,4.30485371327107,50.7,8786773281.15357,79.6808759877593,1036758145.87206,2.937701940536499,32.73384,1.035779,0.02076242878992923
2002,Croatia,0.638124,0.42707525192313844,4302174,20524.8932619258,54412453366.9133,3.85706281104483,51.1,10024775810.3513,81.9334174383531,980784304.813265,2.9656128883361816,38.02677,-0.1457034,0.018024996928546005
2003,Croatia,0.645311,0.4309716775882605,4303399,21676.3928975576,58312864217.8732,4.29707162972908,53.3,12379196432.771,82.2428455888961,1846434012.04769,2.993788957595825,42.16748,-0.023264,0.03166426545519862
2004,Croatia,0.681113,0.45038170008202716,4304600,22571.9142911772,62565142578.762,3.60948986791018,53.1,13052248527.1488,82.4035073460157,1314179917.33292,3.0222327709198,44.81142,0.085003,0.021004985574491826
2005,Croatia,0.735727,0.47999063166335143,4310145,23515.3773596644,65962122298.9734,3.12955297189713,51.9,13560247124.9687,82.2427947494749,1814728743.16264,3.0509469509124756,48.23614,0.1285327,0.02751167912605025
2006,Croatia,0.787117,0.5078516745088535,4311159,24685.5867837269,75136469913.7776,3.8537897559326,53.6,14932322235.5127,84.3708852630052,3346611893.3292,3.0858302116394043,53.32857,0.0060766,0.044540446166416704
2007,Croatia,0.842586,0.5379241435806021,4310217,25991.3031356375,83418276337.1658,4.14262482480963,53.4,16007057920.2189,84.0676052707724,4645807617.35418,3.121112585067749,57.08838,0.0876414,0.05569292271847516
2008,Croatia,0.806099,0.5181427489453845,4309705,26451.7705057772,89540225094.673,5.5603635906896,54.1,17475759595.0908,83.0376033353406,5249620116.02881,3.1567983627319336,61.14933,0.0863836,0.05862862317442537
2009,Croatia,0.853091,0.5436194199980374,4305181,24530.8035475423,86163299845.7496,2.97417737830862,55.1,14966121272.0247,70.9422052974446,3069599255.91982,3.192892074584961,67.67433,0.1621467,0.035625367893465626
2010,Croatia,0.926024,0.5831599811548969,4295427,24218.6298213892,84947236934.6695,0.921543999895874,59.2,12692597308.112,74.1970937662131,1545050408.33734,3.229398488998413,67.91593,0.2019465,0.01818835390167657
2011,Croatia,0.91927,0.5794983060551008,4280622,24227.0923009734,88794707806.848,1.6502027525509,61.1,12353962274.7212,79.7302520776388,1248979435.63125,3.268047332763672,69.16518,0.217893,0.014065922018101695
2012,Croatia,0.92595,0.5831198621206379,4267558,23757.4665772132,90200890789.3463,1.45843216447173,60.9,11951412986.9998,80.7531344040442,1465100044.52763,3.3077619075775146,71.24984,0.2456077,0.01624263387763211
2013,Croatia,0.822129,0.5268333992044504,4255689,23693.0479124939,92643201029.3947,0.764415163812046,61.3,12114956117.8933,83.0231113819035,937309759.586375,3.348578691482544,70.41753,0.2916495,0.010117415516428202
2014,Croatia,0.837178,0.5349922011850295,4238389,23765.0467594236,93507623759.9981,0.144385467810309,60.4,11780557475.9999,86.9816093785651,3184022339.46982,3.3905365467071533,69.08689,0.3196851,0.03405093843088249
2015,Croatia,0.657789,0.4377366142028971,4203604,24545.6836154679,96740066017.0745,0.0819091285520841,61.5,12230480672.1184,92.5398319262423,52276286.8024189,3.4336752891540527,65.75535,0.2003541,5.403788621892423e-4
2016,Croatia,0.666972,0.4427151694947875,4174349,25578.754193247,103823971398.974,-0.102637189766426,59.1,13019904599.0207,94.1491083914939,418512745.53143,3.478036403656006,60.96097,0.4091761,0.004030983788157865
2017,Croatia,0.623091,0.418925124328345,4124531,26700.3720990885,110126512434.226,1.16886058015282,59.4,13679087116.0178,99.4381131693403,476823315.600372,3.5236642360687256,57.58961,0.3342483,0.004329777680784714
1996,CzechRepublic,1.42569,0.8540534591552991,10315241,23761.8234324542,150354643707.911,9.97328680581502,68.1,41415627084.8347,81.4932504446358,1435279128.15383,3.414501905441284,60.91018,0.9153227,0.009545958094530817
1997,CzechRepublic,1.40372,0.8421424431732856,10304131,23645.9894336651,151750908250.946,8.36478588011738,68.8,39259670390.3946,85.0741681450944,1286492873.14104,3.4536211490631104,61.63904,1.068723,0.00847766176801792
1998,CzechRepublic,1.43721,0.860299016921016,10294373,23590.6016695585,153451617416.505,9.94232384553193,68.4,38811304698.0915,84.6886095670449,3700169387.63107,3.4931888580322266,58.08653,0.9228488,0.024112938331486665
1999,CzechRepublic,1.48955,0.888675101422545,10283860,23953.078906282,157590965153.011,2.99813479426206,69.7,37785713349.1398,86.2612529248574,6312596675.96249,3.533209800720215,50.85651,1.258094,0.0400568438034081
2000,CzechRepublic,1.5289,0.9100086689642946,10255063,25045.2268041711,166076931522.484,1.76630393800519,68.6,40957103401.2021,98.2331208001368,4987079129.26384,3.5736892223358154,45.13377,0.6365668,0.030028728755677147
2001,CzechRepublic,1.52518,0.9079918742691152,10216605,25870.7527071375,179349020434.32,4.8887061603361,70.2,43240558690.6549,99.3099739945622,5640707235.87483,3.58205246925354,38.48722,1.035779,0.031451006658497656
2002,CzechRepublic,1.56631,0.9302904672295259,10196916,26349.0440974244,185474094813.637,2.71545886480209,66.5,44185409657.0704,91.5259818230906,8496609035.7758,3.590435266494751,30.83362,0.864072,0.045810219719972914
2003,CzechRepublic,1.55938,0.9265333738860869,10193998,27306.2114599089,198032542823.473,1.1560692872403,67.5,44971973871.5222,95.0151972222993,2021275745.95501,3.5988376140594482,26.80296,0.8710438,0.010206785799628817
2004,CzechRepublic,1.53388,0.9127085715400992,10197101,28637.2910939499,212092065914.918,3.8723934512398,67,46732135145.3223,113.868335225069,6423465150.75736,3.607259750366211,27.53993,0.7831998,0.03028621142921099
2005,CzechRepublic,1.54784,0.920276973138138,10211216,30466.1278437654,224201378156.886,0.073659956850932,64.6,49720105246.1567,122.015258515417,13730164683.4592,3.61570143699646,30.19313,0.8675278,0.06124032241162876
2006,CzechRepublic,1.55209,0.9225811068624692,10238905,32466.0948093444,243404083714.201,0.690924061096894,66.4,52639273230.724,127.632502637499,7132002407.70599,3.6198322772979736,34.3414,0.8726435,0.029301079500704718
2007,CzechRepublic,1.52445,0.9075961054176419,10298828,34085.5692629519,269036163173.588,3.51814694111572,67.4,59757464690.3423,130.372902700621,13815656003.7033,3.6239678859710693,39.07372,0.9059033,0.05135241240706045
2008,CzechRepublic,1.5676,0.9309898395834995,10384603,34710.7480526214,289157145081.601,2.05414010402735,68.1,61269173876.7875,124.288831562303,8815393022.10815,3.628108501434326,45.92265,0.914494,0.030486512860058913
2009,CzechRepublic,1.56901,0.9317542698308657,10443936,32856.0147077338,288463589224.797,2.59871744393287,69.4,55084523448.1738,113.492768818716,5271613701.7927,3.632253408432007,47.65464,0.9625925,0.0182747975782988
2010,CzechRepublic,1.55689,0.9251834225981846,10474410,33505.2062512963,290016958369.654,-1.42544961806605,69.8,55826319165.3686,128.967077051047,10167834374.8186,3.6364033222198486,46.04795,0.9494792,0.03505944766808682
2011,CzechRepublic,1.69489,1,10496088,34030.442998817,302260233093.211,0.0209526134028692,70.4,56308562300.0774,138.784978264669,4188736491.29368,3.640573740005493,47.34141,1.036918,0.013858046916816734
2012,CzechRepublic,1.68896,0.9967850557681683,10510785,33711.0490231477,305309362168.598,1.45997467326534,69.9,54567774535.1915,147.537458939997,9433199804.77647,3.644754409790039,49.5856,1.041853,0.030897184867744953
2013,CzechRepublic,1.53381,0.9126706211022867,10514272,33536.8724334961,320535090730.576,1.43189790810385,70.9,53206707422.7945,147.978174425006,7357578652.57,3.648944854736328,50.5358,1.039771,0.022954050477906558
2014,CzechRepublic,1.52129,0.9058829142249626,10525347,34411.1911214653,339582593690.886,2.47997675517824,72.2,55295589907.0707,158.726956742669,8088661929.8803,3.6531457901000977,49.31589,1.152181,0.023819424435055754
2015,CzechRepublic,1.67011,0.9865655450143697,10546059,36166.9931624967,355311747821.274,1.16589854070284,72.5,60930294659.9535,156.099863722896,1699914616.60242,3.6573569774627686,48.54056,1.148088,0.004784290491451741
2016,CzechRepublic,1.66047,0.9813392275784747,10566332,36982.1887086232,379085413179.319,1.26551124065224,73.2,59036089693.4796,151.394675743867,10850612308.2062,3.6615781784057617,49.77756,1.035502,0.0286231332859899
2017,CzechRepublic,1.6431,0.9719220975098549,10594438,38489.4963100125,407774582307.656,1.44196536067402,73.3,61228646604.0572,151.928875567708,11234740946.094101,3.6658101081848145,50.22967,1.116695,0.02755135173584155
1996,Estonia,0.545415,0.3768131499351319,1415594,13588.5306608657,9726483064.86399,22.5380025740831,65.4,1928090938.09495,133.140165430699,165850731.382423,3.083890438079834,17.32371,0.5744267,0.0170514594305462
1997,Estonia,0.514904,0.3602716383908798,1399535,15537.6274045005,11149124704.3085,9.91710082341002,69.1,2380913342.38055,151.248223853239,274049611.936437,3.137112855911255,24.62988,1.068723,0.02458037013708641
1998,Estonia,0.547724,0.37806497223383323,1386156,16366.9138392452,11696751242.4557,6.88960166081118,72.5,2926571876.99713,157.064208330773,595587942.514285,3.191254138946533,30.36674,0.6647612,0.05091909113639002
1999,Estonia,0.474429,0.3383281530985719,1390244,16252.9512868587,11705258558.7846,6.68638532353863,73.8,2508862848.59924,143.988004469414,325892789.377935,3.2463295459747314,30.88024,1.258094,0.02784157118283884
2000,Estonia,0.502223,0.35339664550658684,1396985,17809.2060020081,13183686617.8554,3.71094471584692,69.9,2864582109.48525,126.329228220967,416214286.787887,3.3023555278778076,31.73746,0.65367,0.03157040203187057
2001,Estonia,0.584589,0.3980512992332385,1388115,18994.7307034058,14334071471.3286,6.76282143114713,76.1,3237487977.26432,126.363875642654,592889580.182473,3.31723690032959,35.72477,1.035779,0.041362259241443496
2002,Estonia,0.498964,0.3516297815518584,1379350,20415.7379964141,16097518329.2373,4.8137306613371,77.6,4000689113.64611,123.243251364468,338234260.376913,3.3321855068206787,40.22736,0.8249481,0.021011577900339532
2003,Estonia,0.515964,0.3608463164491835,1370720,22098.796686368,17987997014.2133,3.89598353588181,77.7,4710232072.17373,122.731834635668,1038244664.19462,3.347201347351074,45.54691,0.8059077,0.05771874786137924
2004,Estonia,0.562663,0.3861641378121356,1362550,23735.7973395796,19786074394.2991,4.67484070100006,77.4,4969671161.26925,129.994411962063,1086893435.16595,3.3622848987579346,53.23867,0.9466917,0.054932242419906865
2005,Estonia,0.674146,0.4466045472214587,1354775,26137.541322585,22523015210.7572,5.9083332224436,75.2,5736306926.23129,136.02042160553,3057558404.59856,3.377436399459839,46.01912,0.9697641,0.1357526235269886
2006,Estonia,0.694548,0.45766547339647207,1346810,28847.3857311452,26006907483.4107,9.0229400054041,74.9,7041956209.64672,136.727946093696,1758167635.56107,3.396261215209961,62.00156,1.1409,0.0676038716515053
2007,Estonia,0.713069,0.4677066170925519,1340680,31174.0544093025,29721058984.5131,12.4161048865342,78,7767797509.05527,134.008773928641,3033145919.87663,3.415191173553467,73.64467,1.173005,0.10205376334191613
2008,Estonia,0.710075,0.4660834226523995,1337090,29667.0656506567,30525885461.1003,6.90086702302773,77.9,6749747313.301,136.522912981454,1977264596.96389,3.4342265129089355,88.23644,1.199121,0.06477337404294316
2009,Estonia,0.716777,0.469716905998392,1334515,25433.9416616962,27509108593.9042,-0.175091957590325,76.4,4239092681.43008,116.107838391064,1866296946.5753,3.4533679485321045,102.5376,1.131253,0.0678428724872916
2010,Estonia,0.704934,0.463296234069626,1331475,26182.0559583368,29043361374.095,1.82629131260749,74.7,4145657939.63767,142.499049356199,2592255114.54214,3.472615957260132,95.49323,1.159709,0.08925465207530288
2011,Estonia,0.746338,0.4857433758866171,1327439,28215.944730374,32895237685.6919,5.38582158530893,75.2,5621652099.20341,165.880632640275,1119148299.05952,3.4923617839813232,80.52015,1.183798,0.034021590290752156
2012,Estonia,0.76017,0.4932423823983701,1322696,29197.8520485886,34642139626.1105,4.0230549588062,73.2,6293425700.93435,169.491761810149,1787341526.52251,3.5123534202575684,73.30714,1.157107,0.05159443226697677
2013,Estonia,0.68394,0.45191435562054116,1317997,29696.409224341,36432844586.0068,4.04323343937382,75.3,6388046942.11628,165.380586594747,1097942106.98722,3.5325937271118164,70.02206,1.19848,0.030136052220553756
